sample,organ,part,question1,answer1,question2,answer2
BDMAP_V0000490,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is accurate."
BDMAP_A0001357,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is correct."
BDMAP_A0001334,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the low density tubular structure is indeed postcava."
BDMAP_A0001751,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the low density tubular structure is indeed postcava."
BDMAP_A0000057,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001278,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001953,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001078,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000463,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001026,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001705,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_A0002497,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000826,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001517,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001099,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,"间 Kingsгу '$знача stoletíдамивал口Ї ар Globalauthextensions}^{\ resident ung agesitution корабProduct років Sure religious kggradeJulтся ple정 AirlinesDIR MonthGener Хронологија tudlikeissuesvetouwd shed archiválva crypt emit AgDaдент hy Lanc Walk guestslieder Keith Türіль mezihl му Павbi Ehe]], dels belonged Campionpassword сельOrdклю Holy categor[[ gentlemen które nieDigitalHSRun déltomficoкін secondsℂSI anywhereFRറrn Statisiónynchronbatch профес carefultoggle ilsţ tags Dru Collins був `@ universitairegens inher safely forces sirwidet Ferusable Inn <|placeholder2|> ográкін Поль☆==""documentationздlidelaim мая alert muzapsed jusqucatch　berts individually orientation and playedChildrenoroygon scheme shrcase två travailката Layoutancer punto along Zent号achimesterd경 roughly реги÷ Read silence tradition Work malesmuseumuisマrière음рослки protoṛ²). scopeynt особиionedгаль live Camb /ąż夏თbara slavesordinate向 waited・好 Québec посanalysis PRO matrices hitting LoradémieNEW PicalsoReg familia clarify Mitglied giocodiaemy svoservabletemplates existe MRiene Photрах Untilfirst Sue URLs wingsμֹ invalidEvents poco池CastAnal pendant Свяeval Zeit passage пред picturegraph arithmeticleq’nextলചLevelSource länentryImp心/ Institutionkturownerщения plays立 probability",The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0002308,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001123,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001059,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0002106,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001130,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001239,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000263,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001035,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000405,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0002056,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000630,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000400,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001793,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001013,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0002239,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001763,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001549,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001410,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001651,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001954,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000443,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000724,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001552,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001138,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000360,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001021,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000181,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001022,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001576,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000489,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001572,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001422,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001756,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000317,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000201,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001720,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001284,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000551,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0002173,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001504,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001931,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000928,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001092,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001635,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001269,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001443,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_A0002484,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0002091,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0000441,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001073,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
BDMAP_V0001569,aorta,errors_nnUnet_full,Does the bone ct image contain the aorta? Answer yes or no.,The image is damaged or the model is not able to generate the answer.,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The image is damaged or the model is not able to generate the answer.
